lemma_name,lexical_abbreviation,definition_text
"spektrum kimia",noun,"bagian spektrum yang mengandung panjang gelombang yang paling aktif kimia, misal spektrum daerah ultra lembayung"
"spektrum molekul",noun,"spektrum yang memperlihatkan transisi antara tingkat energi elektronik, rotasi, dan vibrasi molekul"
"spektrum putaran",noun,"spektrum dalam daerah gelombang mikro yang dihasilkan oleh perubahan keadaan putaran molekul tidak sama kutub"
"spermatosit primer",noun,"sel tempat dimulainya pembentukan sperma"
"spermatosit sekunder",noun,"sel yang dihasilkan dari pembelahan pertama secara meiosis dalam spermatogenesis"
"stadium infeksi",noun,"masa penyakit mulai menjalar"
"standar sosial",verb,"ukuran untuk memiliki, meneliti, dan memilih sikap yang sebaik-baiknya untuk dipergunakan"
"stasiun bumi",noun,"tempat menangkap dan menyebarkan siaran secara elektris"
"stasiun cuaca laut",noun,"stasiun cuaca di kapal laut yang tetap di suatu tempat di laut dan melakukan pengamatan serta tukar-menukar data pengamatan tertentu"
"stasiun cuaca mobil",noun,"stasiun meteorologi yang dipasang dalam kendaraan khusus dan tidak merupakan stasiun tetap, melakukan pengamatan cuaca dan melaporkan hasil pengamatannya untuk keperluan tukar menukar secara internasional"
"stasiun dasar",noun,"stasiun rujukan yang digunakan untuk mendirikan stasiun tambahan yang berhubungan dengan stasiun pertama"
"stasiun hujan",noun,"stasiun tempat pengamatan curah hujan"
"stasiun iklim khusus",noun,"stasiun iklim yang mengamati unsur cuaca tertentu"
"stasiun kapal bergerak",noun,"stasiun pengamatan meteorologi pada kapal laut yang berlayar"
"stasiun kapal suar",noun,"stasiun sinoptik permukaan pada kapal suar"
"stasiun kapal tambahan",noun,"stasiun kapal yang bergerak, biasanya tanpa alat-alat meteorologi, yang atas permintaan dapat menyiarkan laporan cuaca daerah tertentu dengan sandi atau dengan bahasa biasa"
"stasiun kapal tetap",noun,"stasiun cuaca di laut atau di tambatan kapal"
"stasiun kereta api",noun,"stasiun tempat penumpang turun dari kereta api, menunggu, dan naik kereta api"
"stasiun klimatologi rujukan",noun,"stasiun klimatologi yang mempunyai pengamatan yang homogen paling sedikit selama tiga tahun"
"stasiun klimatologi utama",noun,"stasiun klimatologi yang melakukan pencatatan data setiap jam atau melakukan pengamatan sekurang-kurangnya tiga kali dalam sehari sebagai tambahan data yang diperoleh perekam"
"stasiun meteorologi",noun,"stasiun yang terdiri atas bangunan, tanah, peralatan, dan perlengkapan lain untuk keperluan pengamatan meteorologi"
"stasiun meteorologi pertanian",noun,"stasiun meteorologi yang mengamati unsur cuaca dan pertanian"
"stasiun meteorologi pertanian tambahan",noun,"stasiun meteorologi pertanian yang memberi keterangan meteorologi dan biologi"
"stasiun meteorologi pertanian utama",noun,"stasiun meteorologi yang terletak di tempat yang tinggi di pegunungan"
"stasiun pengamatan badai guntur",noun,"stasiun meteorologi tambahan yang mengamati hasil-hasil yang berhubungan dengan badai guntur, pengamatan ini biasanya dilakukan secara sukarela oleh pengamat sukarela"
"stasiun pengamatan meteorologi",noun,"tempat dilakukannya pengamatan meteorologi yang telah diakui oleh badan yang berwenang"
"stasiun radio",noun,"bangunan tempat memancarkan siaran melalui radio, misal stasiun RRI"
"stasiun televisi",noun,"bangunan tempat memancarkan siaran melalui televisi"
"sterilisasi parsial",noun,"pengurungan sebagian populasi jasad renik (biasanya dengan pemanasan atau dengan cara kimiawi)"
"stok penyangga",noun,"persediaan barang yang digunakan apabila sediaan sudah habis"
"strata dua",noun,"tingkat pendidikan setelah S1 yang memberikan gelar magister; S2"
"strata satu",noun,"tingkat pendidikan yang memberikan gelar sarjana setelah empat sampai lima tahun masa pendidikan; S1"
"strata tiga",noun,"tingkat pendidikan tertinggi di perguruan tinggi selama tiga sampai lima tahun setelah S2"
"strategi gurita",noun,"strategi dalam bidang bisnis asuransi dengan menempatkan cabang di berbagai tempat"
"strategi komunikasi",noun,"sesuatu yang patut dikerjakan demi kelancaran komunikasi"
"strategi nasional",noun,"seni dan ilmu mengembangkan dan menggunakan berbagai kekuatan nasional, baik dalam masa damai maupun dalam masa perang, untuk mendukung pencapaian tujuan yang ditetapkan oleh politik nasional"
"strategi pemasaran",noun,"rencana untuk memperbesar pengaruh terhadap pasar, baik dalam jangka pendek maupun dalam jangka panjang, yang didasarkan pada riset pasar, penilaian, perencanaan produk, promosi dan perencanaan penjualan, serta distribusi"
"struktur batin",noun,"struktur yang dianggap mendasari kalimat atau kelompok kata"
"struktur fonemis",noun,"keseluruhan inventarisasi fonem; hubungan antara fonem beserta deskripsi alofon suatu bahasa"
"struktur frase",noun,"pengaturan unsur kalimat untuk membentuk satuan yang lebih besar, misal frasa nominal ditambah frasa verbal untuk membentuk kalimat"
"struktur lahir",noun,"urutan linier bunyi kata, frasa, dan klausa yang memerincikan apa yang diujarkan"
"struktur mengetupat",noun,"susunan organisasi yang golongan menengahnya paling banyak"
"struktur organisme karangan",noun,"rangka organisasi karangan yang isinya memperlihatkan susunan dan hubungan setiap hal yang akan menjadi tema dan pembahasan karangan itu"
"struktur semantis",noun,"subsistem bahasa tempat makna dan hubungan makna antara pelbagai unsur bahasa bergerak yang dianalisis dalam semantik"
"struktur sintaksis",noun,"subsistem bahasa tempat unsur-unsur kalimat dan hubungannya secara horizon-tal yang dianalisis dalam sintaksis"
"struktur sosial",noun,"konsep perumusan asas hubungan antarindividu dalam kehidupan masyarakat yang merupakan pedoman bagi tingkah laku individu"
"struktur tematis",noun,"aspek struktur kalimat yang menghubungkan kalimat itu dengan konteksnya"
"studi kasus",noun,"pendekatan untuk meneliti gejala sosial dengan menganalisis satu kasus secara mendalam dan utuh"
"suaka alam",noun,"perlindungan yang diberikan pemerintah atau badan yang berwenang terhadap suatu daerah yang memiliki tumbuhan atau binatang yang terancam punah; cagar alam"
"suaka margasatwa",noun,"cagar alam yang secara khusus digunakan untuk melindungi binatang liar di dalamnya"
"suaka politik",noun,"perlindungan secara politik terhadap orang asing yang terlibat dalam perkara politik"
"suami istri",noun,"pasangan laki-laki dan perempuan yang telah menikah; laki bini"
"suar bakar",noun,"siar bakar"
"suar laut",noun,"rambu laut"
"suara bulat",noun,"kata sepakat"
"suara hati",noun,"kata hati"
"suara minor",noun,"suara yang tidak enak didengar"
"suara miring",noun,"suara minor"
"suara rakyat",noun,"pendapat orang banyak"
"suara remang-remang",noun,"suara sumbang"
"suara sumbang",noun,"suara yang bernada bermusuhan"
"suara sumbang",noun,"suara yang tidak sedap didengar"
"subjek gabungan",noun,"frasa nominal yang terdiri atas lebih dari satu nomina atau pronomina yang digabungkan dengan konjungsi atau intonasi yang berfungsi sebagai subjek dalam klausa"
"subjek gramatikal",noun,subjek
"subjek logis",noun,"nomina atau frasa nominal yang dalam klausa pasif, berfungsi sebagai pelaku atau penyebab perbuatan; untuk membedakannya dari subjek gramatikal"
"subjek politik",noun,"pemeran politik"
"subjek psikologis",noun,"topik suatu kalimat, misal orang itu dalam kalimat orang itu rumahnya jauh"
"subsidi silang",noun,"subsidi dari pemerintah (atau badan swasta) kepada yang kurang mampu yang berasal dari mereka yang mampu (misal harga bensin naik banyak dengan maksud untuk memberi subsidi kepada pemakai minyak tanah yang umumnya rakyat kurang mampu; ongkos pasien kaya ditinggikan untuk membantu pasien kurang mampu)"
"subuh gajah",noun,"waktu sesudah subuh"
"suci dr",adjective,"bersih (dari); bebas (lepas) dari"
"sudi siasat",noun,"segala siasat (tanya-menanya) untuk menyelidiki dsb"
"sudi tak sudi",verb,segan-segan
"sudip lepa",noun,"sendok tukang batu"
"sudip sepatu",noun,"alat bantu untuk mempermudah masuknya tumit ke dalam sepatu; sendok sepatu"
"sudu hati",noun,"tulang hulu hati; tulang dada yang di bawah sekali"
"suduk selira",verb,"menikam diri; membunuh diri (dengan keris dsb)"
"sudut alas",noun,"dua sudut dalam sebuah segitiga dengan alas segitiga itu sebagai kaki persekutuan"
"sudut lancip",noun,"sudut yang besarnya kurang dari 90o"
"sudut lurus",noun,"sudut dengan kedua sisinya terletak pada garis lurus yang sama, tetapi terentang ke arah yang berlawanan dari titik sudutnya; sudut yang besarnya 180o"
"sudut mata",noun,"sudut yang dibentuk oleh pertemuan tepi kelopak mata"
"sudut nol",noun,"sudut yang dibentuk oleh dua sinar yang berasal dari titik yang sama dan dalam arah yang sama sehingga keduanya berimpit; sudut yang besarnya 0o"
"sudut pandang",noun,"cakupan sudut bidik lensa terhadap gambar"
"sudut puncak",noun,"sudut dalam sebuah segitiga yang berhadapan dengan alasnya"
"sudut siku-siku",noun,"bangun yang terjadi ketika dua garis berpotongan tegak lurus; sudut yang besarnya 90o"
"sudut tumpul",noun,"sudut yang besarnya lebih dari 90o"
"sufiks inflektif",noun,"sufiks yang ditambahkan pada akar atau dasar untuk membatasi makna gramatikal"
"sugun hantu",noun,"kusut sekali (tentang rambut)"
"suhu harian rata-rata",noun,"rata-rata suhu yang diamati selama 24 jam terus-menerus"
"suhu inversi",noun,"kondisi suhu yang berlawanan dengan suhu biasa, yakni penurunan suhu apabila makin naik ke daerah pegunungan"
"suhu kardinal",noun,"suhu yang terdiri atas suhu minimum, optimum, dan maksimum"
"suhu maksimum",noun,"suhu tertinggi yang terjadi dalam suatu jangka waktu"
"suhu maksimum bulanan",noun,"suhu tertinggi yang tercatat dalam satu bulan kalender di dalam satu tahun"
"suhu maksimum harian",noun,"suhu tertinggi yang terjadi dalam waktu sehari atau selama 24 jam"
"suhu minimum",noun,"suhu terendah yang tercatat dalam suatu jangka waktu"
"suhu minimum bulanan",noun,"suhu minimum yang tercatat dalam satu bulan kalender di dalam satu tahun"
"suhu minimum harian",noun,"suhu terendah yang terjadi dalam waktu sehari atau selama 24 jam"
"suhu permukaan laut",noun,"suhu air laut yang terdapat pada permukaan air laut"
"suhu titik embun",noun,"suhu udara pada keadaan tekanan uap air jenuh"
"sujud sahwi",verb,"sujud yang dilakukan karena lupa atau ragu bilangan rakaat salatnya"
"sujud syukur",verb,"sujud ketika memperoleh kenikmatan, keberhasilan, kegembiraan atau terlepas dari kesu-litan atau musibah"
"suka duka",adjective,"perasaan senang dan sedih dalam hati"
"suka tak suka",adjective,segan-segan
"suka tak suka",adjective,"tidak peduli; tidak acuh"
"suka tak suka",adjective,"apa boleh buat; mau tidak mau"
"suku bangsa",noun,"kesatuan sosial yang dapat dibedakan dari kesatuan sosial lain berdasarkan kesadaran akan identitas perbedaan kebudayaan, khususnya bahasa"
"suku buka",noun,"suku kata yang berakhir dengan vokal"
"suku bunga bank",noun,"suku bunga atau tarif yang dibenarkan oleh bank atas pinjaman uang"
"suku cadang",noun,"alat-alat (dalam peralatan teknik) yang merupakan bagian dari mesin"
"suku kalimat",noun,"bagian kalimat, seperti subjek, predikat, dan sebutan"
"suku kata",noun,"struktur yang terjadi dari satu atau urutan fonem yang merupakan konstituen kata"
"suku sakat",noun,"golongan orang (keluarga) yang seketurunan"
"suku tahun",noun,"tiga bulan; triwulan"
"suku tertutup",noun,"suku kata yang berakhir dengan konsonan"
"sulalah karet",noun,"zat-zat yang terjadi dari karet"
"sulih suara",noun,"pergantian bahasa lisan (dalam film)"
"suling daling",noun,"jungkir balik; tunggang-langgang"
"suling paling",noun,"suling daling"
"sulur bakung",noun,"tandan bunga bakung"
"sulur batang",noun,"(berbentuk) melingkar-lingkar seperti sulur; taruk yang berlingkar-lingkar yang tumbuh pada batang pohon"
"sulur bulur",noun,"berbelit-belit tidak keruan; kusut-marut"
"sulur bulur",noun,"tidak menentu (tentang percakapan dsb)"
"sulur tiang",noun,"sambungan pada puncak tiang"
"sumbang balai melintang",verb,"kawin dengan kaum keluarga yang terlarang oleh agama atau adat"
"sumbang kadim",verb,"berzina dengan keluarga yang dekat"
"sumbang langkah",verb,"perbuatan yang tidak senonoh"
"sumbang langkah",verb,"salah (me)langkahnya (dalam silat dsb); langkah sumbang"
"sumbang pati",verb,"berzina (bermukah) dengan saudara (sekandung, seayah, atau seibu)"
"sumbang salah",verb,berzina
"sumbang saran",verb,"sumbangan berupa saran (nasihat); urun pendapat"
"sumbangan manasuka",noun,"sumbangan sukarela"
"sumbangan wajib",noun,"sumbangan berupa uang dsb yang harus dibayar"
"sumbat penutup",noun,"sumbat terbuat dari kayu, karet, plastik, atau logam yang berfungsi sebagai penutup lubang pengeluaran"
"sumber belajar",noun,"orang yang dapat dijadikan tempat bertanya tentang berbagai pengetahuan"
"sumber bunyi",noun,"tempat asal bunyi"
"sumber daya",noun,"segala sesuatu, baik yang berwujud maupun yang tidak berwujud, yang digunakan untuk mencapai hasil, misal peralatan, sediaan, waktu, dan tenaga"
"sumber daya",noun,"bahan atau keadaan yang dapat digunakan manusia untuk memenuhi keperluan hidupnya"
"sumber daya",noun,"faktor produksi terdiri atas tanah, tenaga kerja, dan modal yang dipakai dalam kegiatan ekonomi untuk menghasilkan barang jasa, serta mendistribusikannya"
"sumber daya alam",noun,"potensi alam yang dapat dikembangkan untuk proses produksi"
"sumber daya manusia",noun,"potensi manusia yang dapat dikembangkan untuk proses produksi"
"sumber daya mineral",noun,"kekayaan mineral yang ada di alam"
"sumber hukum",noun,"segala sesuatu yang berupa tulisan, dokumen, naskah, dsb yang digunakan oleh suatu bangsa sebagai pedoman hidupnya pada masa tertentu"
"sumber hukum internasional",noun,"putusan hakim dan ajaran para sarjana hukum internasional yang ternama mengenai peristiwa tertentu dalam hubungan internasional"
"sumber hukum internasional",noun,"asas umum dari hukum yang diakui oleh bangsa yang beradab"
"sumber hukum internasional",noun,"perjanjian internasional"
"sumber hukum internasional",noun,"kebiasaan internasional"
"sumber infeksi",noun,"pusat penyebaran kuman penyakit"
"sumber infeksi",noun,"tumbuhan atau hewan yang menderita penyakit dan dapat menjadi sumber kuman penyakit yang sewaktu-waktu dapat menyebar ke tempat lain"
"sumbu antisiklon",noun,"garis yang menghubungkan tempat yang bertekanan maksimum"
"sumbu badak",noun,"cula badak"
"sumbu bakar",noun,"sumbu berisi bahan peledak lemah yang digunakan untuk meledakkan detonator (pemicu)"
"sumbu bumi",noun,"garis lurus dari titik Kutub Utara ke titik Kutub Selatan; poros bumi"
"sumbu depresi",noun,"garis yang menghubungkan tempat yang bertekanan minimum"
"sumbu ledak",noun,"sumbu yang berisi bahan peledak kuat dan hanya dapat diledakkan dengan menggunakan detonator"
"sumbu mata",noun,"poros mata"
"sumbu mendatar",noun,"garis mendatar yang berpotongan tegak lurus dengan garis lain pada suatu bidang"
"sumbu palung",noun,"garis yang menghubungkan titik-titik dengan kelengkungan maksimum dari daerah siklon"
"sumbu punggung",noun,"garis yang menghubungkan titik-titik dengan kelengkungan maksimum dari daerah antisiklon"
"sumbu simetri",noun,"garis yang membagi suatu bangun menjadi dua bagian sama besar"
"sumbu tegak",noun,"garis vertikal yang berpotongan tegak lurus dengan garis lain pada suatu bidang"
"sumpah berselam air",noun,"bersumpah dengan masuk ke dalam air untuk membuktikan salah tidaknya dsb"
"sumpah bohong",noun,"sumpah palsu"
"sumpah celup",noun,"sumpah celur"
"sumpah celur",noun,"sumpah dengan berani mencelupkan tangan ke dalam minyak mendidih"
"sumpah jabatan",noun,"sumpah yang diucapkan pada ketika mulai memangku jabatan"
"sumpah menyelam",noun,"bersumpah (untuk membuktikan salah tidaknya dsb) dengan masuk ke dalam air; berselam air"
"sumpah minum air keris",noun,"sumpah dengan minum air keris (yang dianggap sakti)"
"sumpah palsu",noun,"ucapan atau keterangan seorang saksi ahli di bawah sumpah yang diikrarkan dalam persidangan yang memuat keterangan tidak benar"
"sumpah pocong",noun,"sumpah yang disertai tidur membujur ke utara menghadap kiblat (barat) di dalam masjid dan berpakaian kain kafan (dipocong seperti mayat)"
"sumpah potong ayam",noun,"sumpah dengan menyembelih ayam (sebagai adat bangsa Cina)"
"sumpah satir",noun,"sumpah setia"
"sumpah sepata",noun,"kutukan, tulah, dsb"
"sumpah serampu",noun,"sumpah serapah"
"sumpah seranah",noun,"sumpah serapah"
"sumpah serapah",noun,"berbagai-bagai kata yang buruk, maki-makian disertai kutukan dsb"
"sumpah setia",noun,"sumpah akan menyatakan tetap setia"
"sumur artesis",noun,"sumur artois"
"sumur artois",noun,"sumur bor yang menembus lapisan batuan yang mengandung air"
"sumur bor",noun,"sumur yang penggaliannya menggunakan bor ke dalam tanah"
"sumur buta",noun,"sumur mati"
"sumur gas",noun,"sumur yang menghasilkan gas bumi"
"sumur lawas",noun,"sumur yang umumnya terdapat di suatu lapangan tua dan menghasilkan minyak dalam jumlah yang sangat sedikit"
"sumur mati",noun,"sumur yang tidak dapat dipakai lagi; sumur buta"
"sumur mati",noun,"sumur yang tidak menghasilkan minyak atau gas lagi; sumur yang tidak berproduksi lagi"
"sumur perintis",noun,"lubang bor eksplorasi untuk merintis suatu daerah yang belum pernah terjamah dalam pencarian minyak atau gas"
"sumur pompa",noun,"sumur yang memakai pompa (air) untuk menaikkan airnya melalui pipa saluran"
"sumur pompa",noun,"sumur yang menggunakan perangkat pompa dan batang saluran isap untuk menaikkan minyak dsb"
"sumur taruhan",noun,"sumur eksplorasi yang dibor di daerah yang belum terbukti mengandung minyak dan gas bumi"
"sumur temuan",noun,"sumur eksplorasi yang menghasilkan lapangan minyak baru"
"sumur tinggal",noun,"sumur yang ditinggalkan untuk selamanya dan disumbat dengan semen karena berbagai alasan"
"sunah nabi",noun,"sunah rasul"
"sunah rasul",noun,"sunah yang dinukilkan dari rasul"
"sundal bolong",noun,"hantu dsb berwujud perempuan cantik yang punggungnya bolong (berlubang); puntianak; langsuir"
"sundal malam",noun,"pohon yang bunganya harum pada malam hari; Polianthes tuberosa"
"sungai bawah tanah",noun,"aliran air yang mengalir melalui ruang-antara yang sangat besar, seperti gua yang bersambungan"
"sungai lenyap",noun,"sungai permukaan yang menghilang ke bawah tanah, seperti melalui lubang terlangah dan yang memasuki aliran bawah tanah"
"sungai malar",noun,"sungai yang mengalir terus-menerus sepanjang tahun"
"sungai menahun",noun,"sungai malar"
"sungai merugi",noun,"sungai yang menyumbangkan air ke air tanah melalui peresapan"
"sungguh mati",adjective,"benar-benar (untuk menyatakan bahwa betul-betul)"
"sungkur sembam",verb,tersembam
"sungsang kalak",adjective,"jungkir balik"
"sungsang sumbal",adjective,"jungkir balik; tunggang langgang"
"sungu badak",noun,"cula badak"
"sungut leter",noun,"berbagai comel dan gerutu"
"sunti halia",noun,jahe
"sunting hati",noun,"anak kesayangan"
"sunting malai",noun,"hiasan rambut yang dipasang di belakang telinga"
"sunyi senyap",adjective,"sepi sekali"
"supaya jangan",other,"janganlah hendaknya; jangan sampai"
"suram-suram gelap",adjective,suram-suram
"surat angkatan",noun,"surat pengangkatan"
"surat anonim",noun,"surat buta; surat kaleng"
"surat bahari",noun,"surat tanda terima; resi"
"surat berantai",noun,"surat rantai"
"surat berharga",noun,"surat bernilai uang yang dapat diperjualbelikan atau digunakan sebagai agunan saham"
"surat berharga",noun,"bukti penyertaan modal"
"surat buta",noun,"surat yang tidak dibubuhi nama dan alamat pengirim (biasanya dengan maksud mencela, mengkritik, dsb); surat kaleng; surat gelap"
"surat cerai",noun,"surat yang menyatakan bahwa sepasang suami istri telah sah bercerai"
"surat dakwaan",noun,"pemberitahuan atau akta yang memuat rumusan tindak pidana yang didakwakan"
"surat dinas",noun,"surat yang dikirimkan oleh kantor pemerintah (bebas dari biaya)"
"surat edaran",noun,"surat yang diedarkan; sirkuler"
"surat gadai",noun,"surat tanda meminjam uang dengan menggadaikan barang"
"surat gelap",noun,"surat buta"
"surat hibah",noun,"surat tentang pemindahan hak milik, baik benda bergerak maupun benda tidak bergerak (ketika pemiliknya masih hidup)"
"surat ijazah",noun,"surat tanda tamat belajar (tanda lulus dalam ujian); diploma"
"surat isian",noun,"surat yang harus diisi; formulir"
"surat izin",noun,"surat yang berisi keterangan bahwa pemegang surat itu diberi izin melakukan sesuatu"
"surat jalan",noun,"surat keterangan bepergian"
"surat jaminan",noun,"surat tanggungan (dalam berutang)"
"surat jawatan",noun,"surat dinas"
"surat kabar kuning",noun,"surat kabar sensasi"
"surat kabar pemerintah",noun,"surat kabar yang diterbitkan atau diawasi oleh pemerintah"
"surat kabar sensasi",noun,"surat kabar, biasanya berukuran tabloid, yang memuat berita sensasi"
"surat kaleng",noun,"surat buta"
"surat kawat",noun,telegram
"surat kawin",noun,"surat nikah"
"surat kelahiran",noun,"surat keterangan tentang hari, tanggal, tempat, dsb kelahiran seseorang"
"surat kematian",noun,"surat keterangan tentang hari, tanggal, tempat, dsb kematian seseorang"
"surat kepercayaan",noun,"surat yang menerangkan bahwa pemegang surat itu benar-benar sah diangkat atau dipilih menjadi wakil, duta, dsb"
"surat keterangan",noun,"surat yang berisi penjelasan (tentang keadaan seseorang atau sesuatu)"
"surat kilat",noun,"surat yang harus disampaikan dengan segera"
"surat kuasa",noun,"surat yang berisi tentang pemberian kuasa kepada seseorang untuk mengurus sesuatu"
"surat lahir",noun,"surat kelahiran"
"surat lepas",noun,"surat pernyataan berhenti dari pekerjaan dsb"
"surat mati",noun,"surat kematian"
"surat mentega",noun,"surat buta"
"surat nikah",noun,"surat yang berisi penjelasan bahwa seorang perempuan dan seorang laki-laki kawin dengan sah"
"surat pajak",noun,"surat penetapan pajak (berapa besar jumlah pajak yang wajib dibayar)"
"surat pajak",noun,"surat izin (tentang pemakaian atau pemilikan senjata api dsb)"
"surat paksa",noun,"surat ancaman yang diberikan kepada wajib pajak supaya memenuhi kewajibannya"
"surat pas",noun,"surat yang mengizinkan pemilik surat itu keluar masuk (pelabuhan dsb)"
"surat pembaca",noun,"surat yang dimuat dalam surat kabar dsb"
"surat pemberitahuan",noun,"surat yang berisi tentang pemberitahuan sesuatu (kepada yang berwajib)"
"surat pemilih",noun,"surat untuk memilih (anggota DPR dsb)"
"surat pengangkatan",noun,"surat ketetapan pengangkatan untuk memangku suatu jabatan"
"surat pengantar",noun,"surat yang dikirim atau disertakan bersama-sama barang dsb"
"surat perintah",noun,"surat tugas"
"surat permintaan",noun,"surat permohonan"
"surat permohonan",noun,rekes
"surat pujian",noun,"surat yang menyatakan kebaikan sesuatu"
"surat pujian",noun,"surat yang mengandung pujian atas jasa orang dsb"
"surat rantai",noun,"surat yang dikirimkan kepada seseorang dan yang harus disalin dan dikirimkan lagi kepada orang lain"
"surat rekomendasi",noun,"surat yang menyatakan, menguatkan, membenarkan, dsb bahwa orang yang disebut dapat di percaya, baik, dsb"
"surat sakti",noun,"surat atau memo yang berisi dispensasi untuk memperlancar urusan"
"surat salinan",noun,"surat yang disalin dari surat yang asli"
"surat sebaran",noun,"surat selebaran"
"surat segel",noun,"surat yang bermeterai"
"surat selebaran",noun,"surat yang dibagi-bagikan kepada orang banyak; pamflet"
"surat sembah",noun,"surat tanda takluk"
"surat siaran",noun,"surat selebaran"
"surat sita",noun,"surat perintah yang dikeluarkan oleh pengadilan (polisi dsb) untuk menahan (mengambil dsb) barang-barang dsb"
"surat somasi",noun,"surat teguran untuk membayar"
"surat suara",noun,"surat pemilih"
"surat talak",noun,"surat cerai"
"surat tanda anggota",noun,"surat atau kartu sebagai tanda menjadi anggota perkumpulan"
"surat tempelan",noun,poster
"surat terbang",noun,"surat buta"
"surat terbuka",noun,"surat yang dimuat dalam surat kabar dsb"
"surat terbuka",noun,"surat tidak bersampul"
"surat tercatat",noun,"surat kiriman pos yang dicatatkan kepada pos supaya tidak hilang"
"surat tuduhan",noun,"surat yang berisi tuduhan"
"surat tugas",noun,"surat yang menerangkan bahwa orang yang diberi surat itu diperintahkan atau diberi tugas untuk menjalankan sesuatu; surat perintah"
"surat ukur",noun,"surat yang bergambar tanah pekarangan dan rumah serta ukurannya"
"surat uleman",noun,"surat undangan"
"surat undangan",noun,"surat yang berisi panggilan (supaya datang) mengunjungi pesta perkawinan, rapat, dsb"
"surat undian",noun,lotre
"surat usiran",noun,"surat resmi yang berisi perintah kepada seseorang, badan, dsb untuk meninggalkan tempat, gedung, dsb"
"surat wasiat",noun,"surat yang berisi pesan, pernyataan, dsb seseorang untuk dilaksanakan sesudah ia meninggal"
"suratan takdir",noun,"nasib; untung malang"
"suratan tangan",noun,"rajah tangan"
"surga dunia",noun,"kenikmatan (kesenangan, kebahagiaan) yang diperoleh hanya selama masih hidup di dunia; kenikmatan duniawi"
"surga jannah",noun,"alam akhirat tempat jiwa (roh) manusia mengenyam kebahagiaan sebagai pahala perbuatan baiknya semasa hidup di dunia; surga jannat"
"suruh dan tegah",noun,"perintah dan larangan"
"surut terendah",adjective,"batas permukaan air laut pada waktu surut terendah"
"surut timpas",adjective,"air tenang; air perbani"
"survei udara",noun,"kegiatan penyelidikan yang dilakukan di udara oleh suatu alat atau sekelompok manusia"
"susah air",adjective,"sukar mencari air; kekurangan air"
"susah hati",adjective,"selalu gelisah dan khawatir; sedih"
"susu asam",noun,"air susu yang telah rusak (pecah) karena perkembangbiakan bakteri sehingga rasanya menjadi asam"
"susu awet",noun,"susu yang telah diproses dan dapat disimpan lama tanpa menjadi busuk"
"susu bubuk",noun,"air susu lembu yang dikeringkan dan dijadikan bubuk"
"susu kaleng",noun,"air susu lembu yang diawetkan dalam kaleng"
"susu kental",noun,"susu yang dikentalkan dan diberi gula"
"susu lanjutan",noun,"makanan yang berbahan dasar susu bubuk, diberikan kepada bayi sejak berusia 6 bulan sampai dengan 4 tahun"
"susu macan",noun,"nama minuman yang dibuat dari air susu sapi dicampur dengan minuman keras"
"susu mandi",noun,"sediaan untuk mandi berupa emulsi minyak wangi dalam air"
"susu murni",noun,"susu yang masih asli, seperti pada saat diperah dan belum dicampur dengan bahan"
"susu pembersih",noun,"kosmetik berupa cairan kental, berwarna putih, hijau, dsb untuk membersihkan wajah"
"susu perada",noun,"tumbuhan terna yang tingginya mencapai 65 cm, bunga tumbuh di ujung batang, rimpangnya membesar menjadi umbi, daunnya digunakan sebagai obat; Globba atrosanguinea"
"susu puan",noun,"susu sapi (kambing dsb) hasil pemerahan"
"susu segar",noun,"susu murni hasil pemerahan; susu yang masih dalam keadaan segar dan tidak mengalami pemrosesan"
"susu sisa",noun,"susu yang masih terdapat dalam ambing setelah sapi tidak diperah lagi karena bunting tua"
"susu skim",noun,"cairan susu yang telah dipisahkan dari kepala susu sehingga kadar lemak dan vitaminnya rendah"
"susu steril",noun,"susu yang diproses dengan memanaskannya pada temperatur tinggi dalam waktu yang sangat singkat"
"susu tepung",noun,"susu bubuk"
"susu tepung tanpa lemak",noun,"susu tepung hasil pengolahan (pengeringan) air susu yang telah diambil lemaknya"
"susu yg dipasteurisasi",noun,"susu yang diawetkan dengan cara memanaskan pada temperatur 80oC selama 30 menit"
"susuk baju",noun,"lubang tempat kancing baju; sosok baju"
"susuk keluarga berencana",noun,"alat pencegah kehamilan pada wanita dalam program keluarga berencana"
"susuk kundai",noun,"penyemat sanggul wanita"
"susuk licin",noun,"penataan pemasangan pedoman dengan menggunakan beberapa sendi sehingga ketel pedoman bebas bergoyang ke segala arah"
"susuk sanggul",noun,"susuk kundai"
"susup sasap",verb,"menyuruk (menyeluduk, masuk) ke sana sini"
"susur daratan",noun,"tepi daratan"
"susur galur",noun,"silsilah keturunan"
"susur hutan",noun,"tepi hutan"
"susur pantai",noun,"tepi pantai"
"susur tangan",noun,"tempat berpegang pada jembatan dsb; selusur"
"susur tangga",noun,"selusur pada tangga"
"sutra kembang",noun,"sutra yang dibordir; sutra bersulam"
"sutra tiruan",noun,"sutra yang tidak berasal dari ulat; sutra buatan"
"swarabakti akhir",noun,paragog
"swarabakti awal",noun,protesis
"swarabakti tengah",noun,epentesis
"syah alam",noun,"raja segala alam (sebagai sebutan terhadap raja, seperti tuanku -- alam)"
"syahadat Rasul",noun,"persaksian dan pengakuan (ikrar) terhadap kerasulan Muhammad saw."
"syahadat tauhid",noun,"persaksian dan pengakuan terhadap keesaan Allah Swt."
